# step Etot Epot T p 
230500 -19485.5132 -23572.7555 1587.0323 619.412 
231000 -19599.457 -23497.1236 1513.4221 -425.9787 
231500 -19622.1401 -23640.9668 1560.4672 1188.3196 
232000 -19710.6999 -23454.0258 1453.4933 408.4523 
232500 -19537.8752 -23422.062 1508.1881 -197.4235 
233000 -19530.4863 -23413.5951 1507.7695 -163.4809 
233500 -19761.8579 -23530.2242 1463.2162 -766.2595 
234000 -19687.2705 -23681.4138 1550.883 202.4196 
234500 -19405.5896 -23390.2163 1547.1878 16.3316 
235000 -19477.7132 -23172.1829 1434.5229 -442.8351 
235500 -19379.0958 -23074.3754 1434.8374 -171.1101 
236000 -19288.205 -23154.9218 1501.4046 489.4511 
236500 -19558.6967 -23303.9987 1454.2606 267.4874 
237000 -19710.6061 -23471.6739 1460.3822 140.7707 
237500 -19561.703 -23479.9723 1521.4219 5.7088 
238000 -19339.4844 -23375.52 1567.1493 1271.3711 
238500 -19224.7058 -23078.4304 1496.3599 173.6036 
